PostType,Post_Content,Associated_ISP_Network,Associated_SocialMedia_Name,UserRole,Time,Email,User_Name,User_gender,User_age,User_age_group,Content_Associated_Media,Comment_Info_On_Post,User_Comment_On_Post,Post_Id,AI_Content_Similarity_Score,Fraud_detection_score,Associated_Page,Associated_Group,Likes,Comments,Hate,Loves,Shares,Views,Region,City,Time_Foreign_ID
Survey,"Parent forward pressure. Five ok everything allow central Mr.
Cover see main. Law soldier three everything.",CAMTEL,LinkedIn,Poster,2019-05-01 18:41:09,frowe@example.net,williamsmith,M,64,60s,628f740293eee5a1e70df50ab0a6916b,Program television responsibility cut month participant. Test court people together.,Start surface product. Hundred both finally positive.,2a7f6620-8e67-4f2d-92f3-eec1f2a6f893,0.45,0.14,jones.info,share,126,280,89,276,112,6927,Adamaoua,Garoua,459538afae95b1d19df615007ac994726a56e034702868bb96289b83eea609e2
Ad,"Rise difference civil. Simply above design improve goal character space. Act conference economic customer instead.
Maybe west civil hotel phone eight tough. Along rich moment growth.",ORANGE,Facebook,Commenter,2015-06-25 21:47:32,colleenclark@example.com,gskinner,M,42,40s,b124f2a149da1acd12dfb8de99cbdc95,Region reason any little long involve prove. Anything send town seat live.,Thus relationship by industry summer management organization prove.,ffbd0536-6478-42bc-b5c9-7995a84222e5,0.66,0.87,robinson.com,tax,488,399,42,160,125,4727,South,Ebolowa,1f92dab720749f8d04e887266e684ccf6ba3bbfae6116c894383ff8844ddaecb
Event,"Myself whole tend poor compare. Ever article debate break.
Boy various agency. Throw life surface police.",CAMTEL,Facebook,Commenter,2023-08-29 04:20:31,brittanyrichardson@example.com,alison13,M,89,80s,91a4925c5a75ffcfb8cce0bb6bfa2d98,Both campaign well result. Eye too term note treat case real bring.,Age head nice network buy spring. Law no analysis lose through threat.,990402c2-21e8-4ce4-8557-c544b35745a7,0.75,0.71,oneal.com,night,101,219,71,92,157,8871,Northwest,Bertoua,98b2e9bd6f5d00de457bbce41ea42ee1aa879748b5aea6002bbdf5aa38685029
Ad,Before argue by past cell difference charge certainly. One throughout onto which think. Follow lot other baby. Will beyond task democratic.,MTN,Facebook,Poster,2015-03-09 01:24:13,tracyhall@example.net,lisa48,F,93,90s-100s,ebd7a17c585f98957c08fd2d2dfb6170,Set special bad. Perhaps assume research series form.,Project newspaper actually prevent million good.,d4293762-734a-40d6-945a-611c7549b27f,0.18,0.74,spencer.com,these,925,51,44,257,9,6332,Far North,Garoua,025d535aef8be3d6329ceb260fe8724c585c176a4dedaf65347aec3780c6d88a
Survey,"System game score station yard white issue group. Ever admit turn tax will should finally. Form task somebody trial no wind.
Laugh chance trade available fact. Left people writer under politics up.",MTN,Twitter,Commenter,2024-12-10 15:09:46,robertferguson@example.net,kimberly96,F,77,70s,35bd5bfad95c92bbf4fdcec3b1ace708,By important very social throughout throughout can. Work education effect. Guy rule section.,Real among team bar little. Toward past continue morning. Computer once against truth.,f660df26-200a-456b-8409-8dca460da546,0.66,0.45,kirby-mayer.biz,recent,53,473,63,86,51,6167,West,Douala,ad4dd335842c43dbea5de3d511599867f378cac5c88a087265098218ed4ef511
Survey,Of fall young fear professional small record hospital. Series building prepare clear.,ORANGE,LinkedIn,Poster,2022-10-21 03:31:04,manuel25@example.net,murphyjoseph,M,72,70s,cd52c3d803fac63c29a7bff1e162051e,Human manage whom fly interview. Next knowledge sport statement raise happen officer order.,Hard sometimes according activity. Sit option almost face situation.,404d5cf8-f1a1-4ace-8b1a-3c1972cce097,0.63,0.05,mcclure-waters.com,hundred,253,219,30,211,52,8944,North,Ngaoundere,51ebc7fc19e65814f7e44039af3933642f12142958c7cc32b29ea818b336e0bc
Ad,"The others space present building head. Service civil make sometimes onto similar.
Report late institution gas. Much remember establish soon evidence baby.",CAMTEL,Twitter,Poster,2020-03-07 06:27:46,smithkelsey@example.com,landrysteven,M,83,80s,4de12b384570692fcc040973cd486128,Speech similar partner. Specific help building or treat talk race. Then project these ability.,Experience under common term power stock. Move ground everyone mind candidate study.,69aaa3d8-8505-48e9-b6e1-ae334665b1d1,0.64,0.95,ryan.net,main,498,98,48,138,162,9301,Central,Yaounde,49123b0bfbe7a8562094e828c7c4a9749968d63fce53719f7f6bdb6d9cee181d
Survey,"Book five prepare. Our agent than tree. Hot woman business respond center authority model.
Sport think charge. Have term throughout field.",MTN,Facebook,Poster,2016-11-14 20:03:38,timothy71@example.net,cody63,M,61,60s,4ef1712cbe40f5ded9f3b76680653395,According not reach rate. So identify cut most third song watch.,Per film understand produce along sell because agency. Enter machine single.,766e15d5-f3a2-47b0-986e-5e0f51a563bb,0.28,0.16,schneider-murray.com,ok,651,394,45,214,37,9333,Central,Bertoua,fda0ebaa3cbb9cc3a6e706d020c2f28de104738c6b81ca9e9917bcffc48380ee
Survey,Another despite drive blood throw range. Stage night subject always service spring bill. Bar everyone maybe community.,MTN,Twitter,Commenter,2023-12-11 04:50:00,iskinner@example.net,ashley25,F,10,Adolescent,6411010742f0226dab0391ac761f4835,Each soldier among change white quite career.,Line many maybe eat hundred million. Subject contain perform three. Speech teach analysis.,e1e413c1-3029-4ed0-a8f1-6aa80e39bc3b,0.05,0.25,haynes-brown.com,leader,548,356,64,203,81,2246,West,Garoua,c7fdc0bfb7e5d56823b59e9d7bda62f45984e86f4507070fe65ae72003827fd5
Event,Score spring pressure whether. Lay lose first story important better. Ago behavior car network. Admit from various report week employee approach.,ORANGE,Facebook,Commenter,2021-12-03 11:31:26,gonzalezthomas@example.net,mvaughn,M,92,90s-100s,483e9a13b8ede200a0022216bbe19bf4,Man chance institution community daughter. Care somebody site five kid from.,Wrong treat term former throughout whatever fight. Most door attorney police growth.,6a380cd4-9aba-4d77-9c04-797334c06761,0.18,0.01,cohen.com,dream,844,493,87,3,140,4781,Central,Ngaoundere,1ebd6d5e39b01f2d200c67753e040d152e908830fd919ad8620bd038dd5fe35e
Event,"Own along red piece coach law. Never total protect top whatever. Father local lawyer nothing year.
Glass voice peace easy. Financial machine six address near.",ORANGE,Twitter,Commenter,2020-11-03 00:26:27,hillbradley@example.com,smithdaniel,M,76,70s,9a9c9d401dfd44be9ae2dfb07d151343,Wonder child change. Us at interesting pull.,Million word cost note he. It left Congress significant industry.,7a011fce-743d-4585-81d2-4ce14903aaa3,0.9,0.01,johnson-ford.com,late,643,7,79,92,121,6915,Southwest,Bertoua,b7d899a77954f9bc474850f33d4c27a755e3a411f59265d1c67475ad5d163313
Survey,"Business return adult politics go. Degree television wall book involve everyone onto.
Red fund vote. Hear believe blue alone education really management. College usually charge early change.",MTN,Facebook,Commenter,2017-02-25 04:54:06,smithlisa@example.com,daniel49,M,68,60s,3d166a4298a219812c1cb5a54a877f71,Travel stop region line. Treat alone democratic small money. Begin the owner fire mother.,Would condition section he. Must rather decision safe. Manage too strong enter green surface.,4d28c454-7129-4824-b162-0a9faa9c3c7a,0.35,0.08,donaldson.com,hair,535,322,38,62,3,4296,Central,Maroua,625565b206d908a9a10ba452de035e06b10387c34edf955e41d8dbb88f6b457e
Event,"Nation charge plant company friend. Account prove probably home type rule. Like technology discuss among spend. Language down course.
Thousand send every put interest.",MTN,Twitter,Poster,2018-05-16 03:15:17,david52@example.com,michaelramirez,M,39,Late-30s,3742ed3a0ad8fa51870f0a90d2d46b0e,Positive identify general direction look. When team any. Through air seven blood nice pass.,Your individual environmental. Morning up common we notice yard.,9896af22-7af0-45e9-909b-d81201810c51,0.07,0.16,martinez.com,job,194,448,78,267,149,9453,Far North,Bafoussam,a7374a05efef947d13d82e1b019264c0637a76ab85544103e7cf255587df8271
Event,"New girl clearly friend include carry success. Safe available example all. Determine trial citizen call house describe bed rather.
Expect face although short. Long game process.",MTN,LinkedIn,Commenter,2017-03-20 16:07:49,randysummers@example.com,martinlisa,M,39,Late-30s,6ac8c3539786f9caf284de1999c05481,High population big country ever believe.,Behavior indeed ground. Man again fill her group allow evidence. Next camera attack professor no.,e56e7311-d0f7-4b81-9115-cb897a83cf03,0.64,0.67,bowen.com,and,355,346,69,18,63,4447,Far North,Bamenda,1489863f0271f5168d6f53dac20ac73b8c66d344f5a1dc3112311cefee61ab2c
Event,"Charge usually fine bring pressure. Page attorney behavior company pick response. Would like west possible rule.
Foreign across theory entire. Watch rich oil north any network.",CAMTEL,LinkedIn,Commenter,2015-07-12 17:19:41,peter79@example.net,anthonytorres,M,71,70s,97eb83aa0900f08c2f48d60db6d80f08,Actually step boy idea amount support. Herself professional room health item main.,Truth speak science. Sound return society might.,3b63ef18-becc-4c30-8b77-2ff075798c56,0.88,0.87,rosales.com,perform,316,490,75,21,113,7291,Littoral,Ebolowa,d440594bfe8dea51c45971d4e20615477c26e1c25e20b35da573f9743c3c64d4
Survey,Positive leave friend ask themselves Republican conference series. Yard law risk each statement understand member decision. Loss prove action too.,ORANGE,Twitter,Poster,2015-08-06 12:32:52,nlloyd@example.org,kaitlin91,F,68,60s,54d63b087a36fb89309bb838cb8f6542,Republican despite door open. Economic all beautiful coach easy represent.,Include admit reveal heart. Over against law black expect natural.,faf4dd8e-1462-4319-b958-86a7f3c2c02d,0.06,0.58,anderson.biz,difference,325,150,51,26,91,5118,Adamaoua,Ebolowa,4100209cbe59d534ac9036873d6c7276ed30a7819d4d8c9b820df4559c3d997e
Event,Appear spring individual truth experience high. Simply hair matter bill. While about type run since point age.,MTN,Twitter,Commenter,2019-10-23 04:40:07,traciemiller@example.net,jamesthornton,M,76,70s,ce4b049b39795aa6afca14f2fa4476aa,Take we hundred authority. Onto important artist prepare this Mrs we end.,Politics quite I reality on movement tax. Professional sell return.,53ced7f1-5a07-450c-bebd-1961ae0f039a,0.94,0.12,rose.info,provide,393,314,55,103,11,5209,North,Ngaoundere,8c40a8c3054f952e00233b3eb4af5f059d487734e0b0522346ed7aaf02a4fe7a
Event,Technology trade century nice if occur paper. Treatment shoulder worker else man worry step. Early community source off his most pass.,ORANGE,Facebook,Commenter,2016-06-25 10:42:02,jeremy53@example.net,vanessa32,M,77,70s,eaa6d94cdeac637c69dd2dcad5162867,From word both relationship college. Fight health send nature teach itself clearly.,Structure light decade into consider. Artist animal then.,685c38a2-a8fe-4649-bc36-dbb2a6d89dd7,0.15,0.33,buckley.biz,from,51,370,59,126,33,3644,Littoral,Bamenda,2afed1b59e990b0c68838e79269d7bf7f0e2c225b8de4903d6993d178f64e1d5
Event,"Entire single doctor town. Media tough whom market rock camera easy.
Market stop financial reality fact into president including. Face fire night.",CAMTEL,Facebook,Poster,2017-10-11 08:09:53,samanthalee@example.org,luistucker,M,60,60s,22c2a77863c0acd600ec3264aa69dcee,Start market expert late various show audience.,Consider find sit across whatever third mother recent. Deal especially its only.,37433570-8717-4651-b2b4-94d7051c7df6,0.22,0.78,norman.biz,born,901,197,6,262,174,1475,North,Maroua,ee454e093e735c6043d6ac22e8431bb0ec3027c91ff04f7d39a9823d702c4edc
Ad,"Moment particular show season physical consider understand. Perhaps trouble lawyer focus. Sport commercial community yourself time seat by call.
War believe blood respond big hear.",CAMTEL,Twitter,Poster,2022-11-01 15:47:03,collin84@example.org,elizabeth98,M,100,90s-100s,5be37c76dc6e0394c6ff1ebd71424e97,Administration experience none change policy. Explain live card her.,Heart some if note point meet whether. Child owner certainly sign soon how.,6b73d952-fa87-4a88-875e-2d3ff16dda42,0.93,0.88,brown-thomas.com,season,122,64,77,74,116,9959,East,Ngaoundere,4f9f0b90ddefb4058938f3623b448c720ac071a31a3d1046d093dd6c3cc6e456
Event,Local nice sit election. Look student responsibility account security person hit. General their after Republican.,MTN,Facebook,Poster,2019-07-03 22:21:10,ggraham@example.com,angela20,F,94,90s-100s,f365aeddd42590aea1fbcd95098e3948,Example message anything indicate collection thus top. Somebody sing skin finally necessary.,Like term you beautiful. Fine test church responsibility feel walk.,d899844c-f6ed-4c2a-af25-d30b137110aa,0.75,0.66,levy.com,both,403,284,71,278,104,7329,Southwest,Douala,5af271e72c4eabf01999ab15ebe892eebfd57d7649da4d2ba1cd866d8e48e52c
Ad,"Time unit customer media long but. Measure what minute pass. Cover beat church health red walk take.
Want strategy nearly report born wonder property everything. Human test number woman.",ORANGE,LinkedIn,Poster,2019-11-09 03:23:02,michaelfrench@example.com,rodgersjeffrey,F,27,Late-20s,2ac01f6af079d30d5a24ed7bb33093b0,Clear the information individual grow. Who perform parent pass happen instead condition soon.,Hand step bank six process. Card serve senior purpose debate break scene deal.,d26dce04-45c1-4d4c-aa85-f44b48074cd4,0.55,0.62,gibson.com,remain,559,212,94,226,31,9252,Littoral,Maroua,044b278e9e28f1b23b9af6a5007b80e5319461c7a6c4ee99bf653a57512d796c
Survey,"However morning recent interview who method. Be production guess history.
Throughout girl however. Weight seat radio commercial. Whatever offer short a today life.",ORANGE,Twitter,Commenter,2022-12-03 17:17:22,lori06@example.net,wattstimothy,F,76,70s,df3c70e8142d39216143d6063f9327fc,What energy carry case knowledge. Coach whether listen trouble prove individual center firm.,Condition surface able important. Guess sit it key quickly home indeed. Issue age theory picture.,6e3466f6-1edf-4c2e-83bc-a8af9fc35567,0.75,0.73,griffin-bishop.com,these,597,302,24,208,133,8871,Far North,Bafoussam,d92d5de648eb7169953997e7240256ed6755eaf1449417d1473963359b5d64ac
Ad,"Open image sell opportunity. Deal wrong money statement station. Year trip across record myself life.
Capital science fish government rise above interesting. Improve onto brother.",MTN,Facebook,Poster,2017-11-10 01:25:33,johnbailey@example.com,melaniedaniels,F,42,40s,9299d97e24c88124a2674523153f5411,"Brother red type identify friend.
Win thing culture green.",Wear factor behavior especially fight crime. View approach resource peace member.,b5241a8d-8011-4329-831e-26a92014a318,0.72,0.74,olson.org,sit,989,456,12,277,168,1686,Southwest,Ngaoundere,66505dbbbc70a0294ff43c4ca0a1668590708259c73b4ae3ae0d1ab5e837e82f
Survey,Weight happen he suggest second wait night her. Pull lead free quickly. Easy paper his today.,ORANGE,LinkedIn,Poster,2023-04-10 09:20:19,smithmark@example.com,zturner,M,11,Adolescent,73b34a1e09d21e961e099bf5de150d14,Forward rock lose. True law catch live act force. Difference performance big.,Mr affect then participant. Billion piece but woman defense of question.,de78a2f7-d848-4178-ac10-e8848ea33295,0.42,0.48,torres.com,live,360,256,21,293,92,6640,South,Limbe,ccbb854d4fefd2245d7fc4d4caafccace8b939848a48b850084472fd34327fa0
Event,Stand we air surface their safe night. Newspaper than wide meet court only attack. Address beat like purpose draw shoulder.,MTN,Facebook,Commenter,2021-08-03 09:16:16,ryan56@example.net,rachel11,F,79,70s,7846696b7d986f7b38ae516373940ba9,Message affect issue finally. Require under stay eye analysis trouble maintain group.,Answer human type consumer sound. Key pick air three.,43fea99a-4fa3-4f9c-b58e-d270fe524278,0.83,0.54,munoz.org,before,960,186,7,63,0,8615,Adamaoua,Maroua,61af2cc4f8d50f488803ebb95ed95b93256b51a3aa53d51d5af539314e2df2e1
Ad,"Risk time foot result else likely. Prevent direction speak memory message staff read.
Southern yourself between child. Could feel material newspaper. Article in share common once north.",CAMTEL,Twitter,Commenter,2017-05-26 09:53:30,patrick73@example.com,jordandavid,F,81,80s,2efd79b1f39695cd61d6a95eab5583f6,Join people stage culture. Strong such every thank ask. Trouble focus street eight.,Tell within eat around lot. Career the home yourself may. Decade civil idea.,609290e3-a09b-43f3-be78-0734386e5ca0,0.32,0.68,hardy.net,Mrs,81,43,48,174,180,6016,North,Bamenda,ceb2d7dc598e8dcb9a470933e5760878c08914e0658298a19a0386af8e6d7e59
